customer_id,plan_tier,region,mrr,api_usage_calls,support_tickets,discount_pct,payment_delays_days,churn_flag,revenue_leakage_flag
CUST-5051,Pro,EMEA,499,43923,8,0.0,39,0,0
CUST-5052,Basic,EMEA,29,37036,7,0.0,5,0,0
CUST-5053,Basic,APAC,99,23946,5,0.0,0,1,0
CUST-5054,Pro,NAM,29,9650,9,0.0,23,0,0
CUST-5055,Basic,NAM,499,38493,9,0.0,4,0,0
CUST-5056,Pro,APAC,99,26532,12,0.1,5,1,0
CUST-5057,Basic,NAM,29,13596,13,0.0,11,1,0
CUST-5058,Basic,APAC,99,25504,13,0.1,28,0,0
CUST-5059,Basic,EMEA,99,33065,8,0.1,41,0,0
CUST-5060,Basic,EMEA,99,41957,7,0.0,40,1,0
CUST-5061,Enterprise,NAM,99,14681,9,0.5,35,0,1
CUST-5062,Enterprise,APAC,29,14882,11,0.1,13,0,0
CUST-5063,Basic,EMEA,29,26067,3,0.0,33,0,0
CUST-5064,Basic,APAC,99,17141,9,0.1,7,0,0
CUST-5065,Pro,NAM,29,35226,13,0.2,21,0,0
CUST-5066,Basic,APAC,29,22784,14,0.0,39,0,0
CUST-5067,Basic,APAC,99,46488,5,0.0,33,0,0
CUST-5068,Basic,APAC,99,10022,9,0.5,31,0,1
CUST-5069,Pro,NAM,99,13689,9,0.0,23,0,0
CUST-5070,Pro,NAM,99,24747,8,0.2,1,1,0
CUST-5071,Pro,NAM,99,16319,13,0.2,44,1,0
CUST-5072,Pro,NAM,99,34325,13,0.0,40,0,0
CUST-5073,Basic,APAC,29,37741,0,0.1,32,0,0
CUST-5074,Pro,EMEA,99,47298,14,0.0,23,0,0
CUST-5075,Basic,EMEA,99,17580,13,0.0,15,0,0
CUST-5076,Pro,APAC,99,20732,6,0.0,10,0,0
CUST-5077,Pro,NAM,29,40223,1,0.0,7,0,0
CUST-5078,Pro,APAC,29,40803,2,0.2,9,0,0
CUST-5079,Basic,NAM,99,30714,5,0.0,32,0,0
CUST-5080,Pro,APAC,29,44824,10,0.0,28,0,0
CUST-5081,Pro,APAC,99,24643,3,0.0,42,0,0
CUST-5082,Pro,NAM,29,18103,5,0.0,29,0,0
CUST-5083,Basic,EMEA,99,39807,9,0.0,0,0,0
CUST-5084,Enterprise,APAC,29,6227,4,0.0,29,0,0
CUST-5085,Basic,APAC,499,30762,11,0.0,14,1,0
CUST-5086,Basic,APAC,29,27258,5,0.0,31,0,0
CUST-5087,Basic,EMEA,499,37540,4,0.2,11,0,0
CUST-5088,Basic,EMEA,99,40780,3,0.0,18,0,0
CUST-5089,Enterprise,EMEA,499,44502,3,0.1,21,1,0
CUST-5090,Basic,NAM,29,4634,3,0.0,10,0,0
CUST-5091,Pro,NAM,499,49005,11,0.0,33,0,0
CUST-5092,Pro,NAM,99,19463,14,0.0,37,0,0
CUST-5093,Basic,EMEA,499,11969,3,0.0,18,0,0
CUST-5094,Basic,APAC,99,10735,10,0.0,9,0,0
CUST-5095,Pro,APAC,499,21963,12,0.0,2,0,0
CUST-5096,Basic,APAC,29,44236,14,0.0,33,0,0
CUST-5097,Pro,EMEA,29,23544,5,0.0,28,1,0
CUST-5098,Pro,APAC,29,3030,8,0.0,21,0,0
CUST-5099,Pro,APAC,29,25933,0,0.2,12,0,0
CUST-5100,Pro,EMEA,99,38016,14,0.0,13,0,0
CUST-5101,Basic,NAM,99,1996,13,0.0,10,1,0
CUST-5102,Basic,NAM,29,40842,0,0.0,43,0,0
CUST-5103,Basic,EMEA,99,40917,7,0.0,3,0,0
CUST-5104,Enterprise,NAM,29,19286,10,0.0,25,0,0
CUST-5105,Basic,APAC,99,26011,10,0.0,25,0,0
CUST-5106,Basic,EMEA,29,8096,9,0.0,2,0,0
CUST-5107,Basic,EMEA,29,13788,13,0.1,7,0,0
CUST-5108,Enterprise,EMEA,99,48870,0,0.1,6,0,0
CUST-5109,Basic,NAM,99,16494,13,0.0,10,0,0
CUST-5110,Pro,APAC,499,31259,1,0.0,9,0,0
CUST-5111,Enterprise,EMEA,29,27632,5,0.1,40,0,0
CUST-5112,Pro,NAM,499,28711,11,0.2,20,1,0
CUST-5113,Basic,NAM,29,34394,10,0.2,24,1,0
CUST-5114,Enterprise,NAM,29,5081,0,0.0,10,0,0
CUST-5115,Pro,APAC,99,27226,8,0.0,15,0,0
CUST-5116,Basic,NAM,29,30610,13,0.0,38,1,0
CUST-5117,Pro,EMEA,99,3084,11,0.0,11,0,0
CUST-5118,Pro,APAC,29,39789,1,0.2,31,0,0
CUST-5119,Basic,NAM,29,27630,11,0.0,42,0,0
CUST-5120,Basic,NAM,29,31489,7,0.0,12,1,0
CUST-5121,Pro,EMEA,29,663,13,0.2,26,0,0
CUST-5122,Pro,APAC,99,42502,5,0.1,26,0,0
CUST-5123,Basic,EMEA,29,13249,10,0.0,21,0,0
CUST-5124,Basic,APAC,29,49628,2,0.0,44,0,0
CUST-5125,Basic,APAC,99,35779,4,0.1,6,0,0
CUST-5126,Basic,APAC,29,21112,4,0.5,7,0,1
CUST-5127,Pro,APAC,99,45344,8,0.5,12,0,1
CUST-5128,Basic,EMEA,29,4543,12,0.0,20,0,0
CUST-5129,Pro,EMEA,29,39849,6,0.0,0,0,0
CUST-5130,Basic,EMEA,99,39800,4,0.2,36,0,0
CUST-5131,Basic,APAC,29,26762,3,0.5,32,0,1
CUST-5132,Basic,EMEA,99,44769,2,0.0,11,0,0
CUST-5133,Enterprise,EMEA,29,6208,5,0.0,2,0,0
CUST-5134,Basic,APAC,29,12290,2,0.0,20,0,0
CUST-5135,Pro,NAM,29,41347,14,0.0,25,0,0
CUST-5136,Pro,EMEA,29,7397,9,0.0,13,0,0
CUST-5137,Basic,EMEA,29,22122,13,0.0,35,0,0
CUST-5138,Enterprise,NAM,99,5254,10,0.0,5,0,0
CUST-5139,Basic,NAM,29,19866,2,0.2,36,0,0
CUST-5140,Pro,EMEA,99,9247,3,0.1,38,0,0
CUST-5141,Basic,EMEA,99,22449,1,0.0,17,0,0
CUST-5142,Pro,EMEA,99,32962,4,0.0,16,0,0
CUST-5143,Enterprise,APAC,29,29080,4,0.0,20,0,0
CUST-5144,Pro,APAC,499,48483,5,0.0,37,0,0
CUST-5145,Basic,EMEA,29,9901,11,0.2,25,0,0
CUST-5146,Enterprise,EMEA,99,32767,12,0.1,31,0,0
CUST-5147,Pro,EMEA,29,31117,5,0.0,16,0,0
CUST-5148,Basic,APAC,29,22393,13,0.0,33,1,0
CUST-5149,Enterprise,APAC,99,26123,9,0.0,6,0,0
CUST-5150,Basic,NAM,29,3910,7,0.0,20,0,0
CUST-5151,Pro,EMEA,499,41625,5,0.0,13,0,0
CUST-5152,Basic,EMEA,29,21666,8,0.0,27,0,0
CUST-5153,Enterprise,APAC,29,5280,9,0.0,10,0,0
CUST-5154,Basic,NAM,29,21934,0,0.0,42,1,0
CUST-5155,Pro,APAC,29,10638,7,0.0,0,0,0
CUST-5156,Enterprise,NAM,99,45522,13,0.1,14,0,0
CUST-5157,Enterprise,APAC,29,29254,5,0.5,6,0,1
CUST-5158,Basic,APAC,29,49463,8,0.0,37,0,0
CUST-5159,Enterprise,APAC,29,44644,14,0.0,5,0,0
CUST-5160,Pro,EMEA,499,33855,7,0.0,35,0,0
CUST-5161,Enterprise,APAC,499,46365,8,0.0,5,0,0
CUST-5162,Pro,NAM,29,2775,6,0.5,6,0,1
CUST-5163,Basic,EMEA,99,4401,0,0.0,10,0,0
CUST-5164,Pro,APAC,29,46925,5,0.0,4,0,0
CUST-5165,Basic,NAM,99,37332,10,0.0,4,0,0
CUST-5166,Pro,NAM,29,30729,1,0.1,44,1,0
CUST-5167,Pro,EMEA,99,11926,8,0.0,24,0,0
CUST-5168,Basic,EMEA,29,43040,4,0.5,23,0,1
CUST-5169,Pro,APAC,29,1669,2,0.1,29,0,0
CUST-5170,Pro,APAC,29,14189,11,0.0,15,0,0
CUST-5171,Enterprise,EMEA,29,22027,11,0.0,34,0,0
CUST-5172,Basic,APAC,29,36510,14,0.2,4,0,0
CUST-5173,Pro,EMEA,499,4757,12,0.0,23,0,0
CUST-5174,Basic,NAM,29,39807,5,0.0,22,0,0
CUST-5175,Basic,NAM,29,17527,2,0.0,19,0,0
CUST-5176,Pro,APAC,99,35401,10,0.1,5,1,0
CUST-5177,Enterprise,APAC,29,33767,5,0.0,33,0,0
CUST-5178,Enterprise,EMEA,29,43184,5,0.0,33,1,0
CUST-5179,Pro,NAM,29,9384,7,0.0,42,0,0
CUST-5180,Enterprise,NAM,499,1528,12,0.1,2,0,0
CUST-5181,Basic,NAM,29,44251,6,0.1,21,1,0
CUST-5182,Basic,APAC,99,45904,12,0.2,26,0,0
CUST-5183,Basic,NAM,99,3052,7,0.0,36,0,0
CUST-5184,Basic,EMEA,99,45855,7,0.0,37,0,0
CUST-5185,Basic,NAM,99,49566,4,0.1,31,0,0
CUST-5186,Basic,APAC,29,26376,10,0.0,25,0,0
CUST-5187,Enterprise,APAC,99,23381,3,0.0,29,0,0
CUST-5188,Pro,APAC,499,15168,13,0.0,11,0,0
CUST-5189,Enterprise,APAC,99,20846,4,0.0,2,0,0
CUST-5190,Pro,EMEA,29,17009,5,0.0,20,0,0
CUST-5191,Basic,APAC,29,47654,3,0.0,23,0,0
CUST-5192,Basic,EMEA,99,19026,11,0.0,38,0,0
CUST-5193,Basic,NAM,499,12941,10,0.0,20,0,0
CUST-5194,Pro,NAM,29,5946,7,0.1,19,0,0
CUST-5195,Pro,APAC,29,12274,5,0.1,4,0,0
CUST-5196,Basic,APAC,99,36863,4,0.2,31,0,0
CUST-5197,Pro,EMEA,99,22445,0,0.0,38,0,0
CUST-5198,Basic,APAC,499,47401,3,0.0,35,0,0
CUST-5199,Pro,APAC,99,12056,14,0.2,42,0,0
CUST-5200,Basic,APAC,99,34482,8,0.0,35,0,0
CUST-5201,Basic,APAC,29,19903,9,0.0,7,1,0
CUST-5202,Pro,EMEA,29,8541,11,0.1,38,1,0
CUST-5203,Basic,APAC,29,30260,5,0.0,37,0,0
CUST-5204,Pro,NAM,99,2008,10,0.2,37,1,0
CUST-5205,Pro,NAM,29,25655,6,0.0,41,0,0
CUST-5206,Basic,NAM,29,24949,13,0.1,7,0,0
CUST-5207,Basic,NAM,99,9733,8,0.0,42,0,0
CUST-5208,Basic,NAM,29,25269,12,0.2,19,0,0
CUST-5209,Basic,EMEA,29,14073,0,0.1,24,0,0
CUST-5210,Enterprise,APAC,499,33205,8,0.1,23,1,0
CUST-5211,Pro,NAM,99,48030,13,0.0,1,0,0
CUST-5212,Pro,NAM,99,22683,6,0.0,8,0,0
CUST-5213,Basic,NAM,29,45498,6,0.0,22,0,0
CUST-5214,Basic,NAM,499,45946,3,0.5,39,0,1
CUST-5215,Pro,NAM,29,27661,5,0.1,7,1,0
CUST-5216,Pro,NAM,29,24463,13,0.0,40,0,0
CUST-5217,Basic,APAC,29,33411,12,0.2,8,0,0
CUST-5218,Pro,NAM,29,25786,9,0.0,8,0,0
CUST-5219,Pro,APAC,499,16632,0,0.0,20,1,0
CUST-5220,Basic,EMEA,99,43933,6,0.0,16,0,0
CUST-5221,Pro,NAM,29,48422,3,0.2,10,0,0
CUST-5222,Enterprise,APAC,29,40104,5,0.0,21,0,0
CUST-5223,Basic,APAC,99,37879,6,0.0,26,0,0
CUST-5224,Pro,NAM,499,24295,12,0.1,4,0,0
CUST-5225,Enterprise,APAC,499,11962,6,0.0,2,1,0
CUST-5226,Basic,NAM,499,13791,7,0.0,3,0,0
CUST-5227,Basic,EMEA,99,19446,13,0.0,8,0,0
CUST-5228,Basic,NAM,499,28142,0,0.0,33,0,0
CUST-5229,Pro,EMEA,29,13372,12,0.0,18,0,0
CUST-5230,Basic,APAC,29,45398,1,0.2,5,0,0
CUST-5231,Basic,EMEA,29,39109,2,0.0,10,0,0
CUST-5232,Basic,NAM,29,37010,11,0.0,2,0,0
CUST-5233,Pro,EMEA,29,18580,0,0.1,39,0,0
CUST-5234,Basic,EMEA,29,19488,12,0.0,26,0,0
CUST-5235,Enterprise,EMEA,29,19277,5,0.0,28,0,0
CUST-5236,Enterprise,APAC,99,26317,7,0.2,27,0,0
CUST-5237,Basic,NAM,99,5030,7,0.1,11,0,0
CUST-5238,Pro,NAM,29,21810,4,0.0,4,0,0
CUST-5239,Enterprise,NAM,29,31066,14,0.1,3,0,0
CUST-5240,Pro,NAM,99,29653,10,0.0,8,0,0
CUST-5241,Basic,APAC,29,37870,13,0.2,1,0,0
CUST-5242,Pro,EMEA,499,32177,0,0.1,24,0,0
CUST-5243,Basic,NAM,29,10172,10,0.0,21,0,0
CUST-5244,Basic,NAM,99,37448,5,0.0,21,0,0
CUST-5245,Basic,EMEA,29,45455,12,0.0,42,0,0
CUST-5246,Basic,NAM,29,15721,3,0.0,7,0,0
CUST-5247,Pro,EMEA,99,1581,7,0.1,1,0,0
CUST-5248,Enterprise,APAC,29,43230,5,0.0,12,0,0
CUST-5249,Basic,EMEA,29,16542,1,0.0,14,0,0
CUST-5250,Basic,NAM,99,13837,9,0.2,8,0,0
CUST-5251,Pro,NAM,29,19172,14,0.5,3,0,1
CUST-5252,Basic,NAM,99,4137,5,0.1,36,0,0
CUST-5253,Pro,APAC,99,3457,10,0.5,35,0,1
CUST-5254,Basic,EMEA,29,31254,0,0.0,39,0,0
CUST-5255,Basic,APAC,99,14167,2,0.1,28,1,0
CUST-5256,Enterprise,EMEA,29,34349,5,0.0,0,0,0
CUST-5257,Basic,NAM,29,5351,13,0.0,34,0,0
CUST-5258,Pro,NAM,99,19293,10,0.5,33,0,1
CUST-5259,Pro,NAM,99,29775,9,0.2,37,1,0
CUST-5260,Enterprise,EMEA,29,47635,9,0.1,11,1,0
CUST-5261,Pro,NAM,29,17520,3,0.1,29,0,0
CUST-5262,Pro,APAC,29,16596,10,0.0,21,1,0
CUST-5263,Basic,EMEA,29,10653,0,0.0,31,0,0
CUST-5264,Basic,APAC,29,20876,10,0.2,24,0,0
CUST-5265,Pro,APAC,29,44241,1,0.0,42,0,0
CUST-5266,Pro,EMEA,29,30983,9,0.0,13,0,0
CUST-5267,Basic,APAC,29,21355,14,0.2,14,0,0
CUST-5268,Basic,NAM,99,35309,14,0.5,10,0,1
CUST-5269,Basic,APAC,99,45499,2,0.0,33,0,0
CUST-5270,Basic,APAC,499,19539,3,0.1,23,0,0
CUST-5271,Pro,APAC,99,22878,8,0.1,11,0,0
CUST-5272,Enterprise,NAM,29,13715,14,0.5,20,1,1
CUST-5273,Pro,APAC,499,11689,7,0.1,3,0,0
CUST-5274,Pro,APAC,29,13039,7,0.0,0,0,0
CUST-5275,Pro,NAM,499,37051,11,0.0,32,0,0
CUST-5276,Basic,NAM,29,10250,8,0.1,17,0,0
CUST-5277,Pro,NAM,29,3739,7,0.0,35,0,0
CUST-5278,Basic,EMEA,29,1157,7,0.5,3,0,1
CUST-5279,Basic,EMEA,29,47478,2,0.0,32,0,0
CUST-5280,Pro,APAC,29,41478,13,0.0,34,1,0
CUST-5281,Basic,APAC,29,15338,5,0.0,23,0,0
CUST-5282,Pro,APAC,99,1209,0,0.0,23,0,0
CUST-5283,Basic,NAM,29,36396,13,0.0,16,0,0
CUST-5284,Basic,EMEA,29,37836,8,0.1,26,1,0
CUST-5285,Basic,NAM,99,13729,12,0.0,37,0,0
CUST-5286,Basic,EMEA,29,43525,0,0.2,38,0,0
CUST-5287,Pro,NAM,29,19515,5,0.1,32,0,0
CUST-5288,Basic,APAC,29,29041,11,0.0,27,1,0
CUST-5289,Enterprise,APAC,29,49893,6,0.0,4,0,0
CUST-5290,Basic,EMEA,29,12364,11,0.2,15,0,0
CUST-5291,Pro,APAC,29,40740,7,0.0,36,0,0
CUST-5292,Pro,APAC,99,44286,2,0.5,10,0,1
CUST-5293,Enterprise,APAC,29,11875,12,0.0,2,0,0
CUST-5294,Pro,EMEA,99,3300,10,0.0,35,0,0
CUST-5295,Basic,EMEA,29,40193,9,0.1,3,0,0
CUST-5296,Basic,NAM,99,20919,2,0.5,25,0,1
CUST-5297,Pro,EMEA,29,47925,5,0.5,34,0,1
CUST-5298,Basic,EMEA,99,16763,3,0.2,41,0,0
CUST-5299,Basic,APAC,499,39401,6,0.0,21,0,0
CUST-5300,Pro,NAM,99,22230,3,0.0,15,0,0
CUST-5301,Basic,NAM,99,15429,7,0.0,20,0,0
CUST-5302,Basic,NAM,29,7481,11,0.0,27,0,0
CUST-5303,Pro,EMEA,99,45565,6,0.0,10,0,0
CUST-5304,Basic,EMEA,29,12535,11,0.0,19,0,0
CUST-5305,Basic,EMEA,499,16589,14,0.1,7,0,0
CUST-5306,Enterprise,NAM,99,37810,11,0.0,40,0,0
CUST-5307,Basic,APAC,99,190,1,0.1,8,0,0
CUST-5308,Pro,EMEA,99,48233,6,0.0,14,0,0
CUST-5309,Basic,EMEA,29,34843,1,0.0,0,0,0
CUST-5310,Pro,APAC,99,38011,2,0.0,27,1,0
CUST-5311,Pro,EMEA,99,31776,3,0.0,15,1,0
CUST-5312,Pro,APAC,99,39262,8,0.0,2,0,0
CUST-5313,Basic,EMEA,29,39440,1,0.1,20,0,0
CUST-5314,Basic,EMEA,99,33797,10,0.0,22,0,0
CUST-5315,Basic,NAM,29,14016,2,0.2,28,0,0
CUST-5316,Basic,EMEA,29,675,4,0.0,6,0,0
CUST-5317,Pro,EMEA,29,21265,4,0.0,27,0,0
CUST-5318,Enterprise,NAM,499,32021,7,0.0,36,0,0
CUST-5319,Enterprise,EMEA,99,39651,13,0.1,4,0,0
CUST-5320,Basic,EMEA,29,10412,0,0.0,0,0,0
CUST-5321,Basic,APAC,99,1389,10,0.0,2,0,0
CUST-5322,Pro,APAC,29,36215,12,0.0,32,0,0
CUST-5323,Pro,NAM,99,18867,14,0.1,40,1,0
CUST-5324,Pro,EMEA,29,7889,3,0.1,13,0,0
CUST-5325,Pro,NAM,499,4071,7,0.0,12,0,0
CUST-5326,Pro,EMEA,29,28508,8,0.5,26,0,1
CUST-5327,Enterprise,APAC,499,46471,1,0.0,13,0,0
CUST-5328,Pro,APAC,29,12768,14,0.0,17,0,0
CUST-5329,Basic,EMEA,499,15172,8,0.0,16,0,0
CUST-5330,Basic,NAM,29,11268,7,0.1,17,0,0
CUST-5331,Enterprise,EMEA,29,32193,12,0.0,8,0,0
CUST-5332,Basic,APAC,99,27097,11,0.0,8,0,0
CUST-5333,Basic,NAM,29,31534,3,0.5,36,1,1
CUST-5334,Pro,APAC,29,47351,2,0.0,30,1,0
CUST-5335,Basic,EMEA,499,30451,8,0.5,35,0,1
CUST-5336,Pro,EMEA,29,32126,12,0.0,5,0,0
CUST-5337,Pro,EMEA,29,48053,0,0.5,33,0,1
CUST-5338,Basic,NAM,29,47057,1,0.0,37,0,0
CUST-5339,Basic,EMEA,29,33851,9,0.2,29,0,0
CUST-5340,Enterprise,APAC,29,15178,10,0.0,33,0,0
CUST-5341,Basic,APAC,99,32105,5,0.0,28,0,0
CUST-5342,Basic,APAC,499,47702,13,0.5,23,0,1
CUST-5343,Enterprise,NAM,29,19859,11,0.1,21,0,0
CUST-5344,Enterprise,APAC,29,35669,7,0.0,22,1,0
CUST-5345,Pro,NAM,29,11714,6,0.1,25,1,0
CUST-5346,Enterprise,APAC,99,8002,3,0.2,6,0,0
CUST-5347,Pro,APAC,29,29883,10,0.5,11,0,1
CUST-5348,Basic,NAM,499,43227,1,0.1,4,1,0
CUST-5349,Basic,NAM,29,9293,3,0.1,15,1,0
CUST-5350,Basic,APAC,29,7423,14,0.2,30,0,0
CUST-5351,Basic,EMEA,499,11900,1,0.1,28,0,0
CUST-5352,Basic,EMEA,29,7880,1,0.0,8,0,0
CUST-5353,Basic,NAM,29,2510,11,0.2,40,1,0
CUST-5354,Basic,APAC,499,46004,13,0.2,41,1,0
CUST-5355,Enterprise,NAM,29,35670,11,0.0,29,0,0
CUST-5356,Basic,APAC,99,2256,0,0.0,37,1,0
CUST-5357,Basic,NAM,499,33460,11,0.2,11,0,0
CUST-5358,Pro,EMEA,29,22087,11,0.0,5,0,0
CUST-5359,Basic,APAC,29,8438,7,0.0,32,0,0
CUST-5360,Pro,APAC,29,16555,10,0.0,9,0,0
CUST-5361,Basic,EMEA,29,48122,3,0.0,11,1,0
CUST-5362,Enterprise,APAC,499,48126,10,0.0,12,0,0
CUST-5363,Basic,EMEA,99,17606,10,0.2,39,0,0
CUST-5364,Enterprise,EMEA,99,28934,10,0.0,28,0,0
CUST-5365,Enterprise,EMEA,29,8787,7,0.0,44,0,0
CUST-5366,Enterprise,APAC,29,34161,1,0.0,13,0,0
CUST-5367,Basic,APAC,29,21211,7,0.1,18,0,0
CUST-5368,Enterprise,NAM,29,1972,11,0.0,36,0,0
CUST-5369,Pro,NAM,29,30951,10,0.1,15,1,0
CUST-5370,Basic,EMEA,499,5970,5,0.0,10,0,0
CUST-5371,Basic,NAM,499,12980,11,0.1,40,0,0
CUST-5372,Enterprise,APAC,29,9068,4,0.0,3,0,0
CUST-5373,Basic,NAM,499,36874,2,0.1,0,0,0
CUST-5374,Enterprise,NAM,29,17083,0,0.0,13,0,0
CUST-5375,Basic,APAC,99,25528,12,0.5,20,0,1
CUST-5376,Pro,NAM,29,39928,10,0.2,6,0,0
CUST-5377,Pro,EMEA,29,13317,4,0.0,27,0,0
CUST-5378,Enterprise,NAM,99,1608,8,0.0,37,0,0
CUST-5379,Basic,EMEA,29,30605,13,0.1,13,1,0
CUST-5380,Enterprise,NAM,99,23646,13,0.0,31,0,0
CUST-5381,Basic,APAC,99,36086,5,0.0,7,1,0
CUST-5382,Enterprise,APAC,29,49230,4,0.1,35,0,0
CUST-5383,Enterprise,NAM,29,2871,11,0.0,38,1,0
CUST-5384,Pro,APAC,29,44663,6,0.1,21,0,0
CUST-5385,Basic,EMEA,99,1592,9,0.0,40,1,0
CUST-5386,Basic,NAM,29,29293,9,0.0,41,1,0
CUST-5387,Pro,EMEA,499,9661,0,0.0,38,0,0
CUST-5388,Basic,APAC,99,46592,5,0.1,22,0,0
CUST-5389,Pro,NAM,29,49162,4,0.0,21,0,0
CUST-5390,Basic,EMEA,99,35613,12,0.0,17,0,0
CUST-5391,Pro,EMEA,99,49192,2,0.1,14,0,0
CUST-5392,Pro,EMEA,29,5633,8,0.2,27,1,0
CUST-5393,Basic,EMEA,99,3575,0,0.0,15,0,0
CUST-5394,Pro,NAM,29,10778,7,0.0,13,0,0
CUST-5395,Enterprise,EMEA,99,8662,6,0.0,4,0,0
CUST-5396,Pro,EMEA,99,47021,7,0.0,24,0,0
CUST-5397,Pro,EMEA,29,38748,0,0.0,14,1,0
CUST-5398,Pro,APAC,29,25867,8,0.0,28,0,0
CUST-5399,Basic,APAC,99,23975,5,0.1,26,0,0
CUST-5400,Basic,APAC,29,34469,6,0.0,0,0,0
CUST-5401,Basic,EMEA,29,12271,14,0.5,8,0,1
CUST-5402,Basic,EMEA,29,26173,0,0.0,40,0,0
CUST-5403,Basic,NAM,99,3216,0,0.0,12,0,0
CUST-5404,Pro,NAM,99,25922,1,0.1,35,0,0
CUST-5405,Basic,EMEA,99,19164,7,0.1,42,0,0
CUST-5406,Pro,EMEA,29,31649,8,0.1,14,1,0
CUST-5407,Pro,EMEA,99,42197,14,0.0,16,0,0
CUST-5408,Basic,NAM,29,42876,8,0.0,0,1,0
CUST-5409,Pro,APAC,29,9356,8,0.1,4,1,0
CUST-5410,Pro,EMEA,499,37318,9,0.1,34,0,0
CUST-5411,Pro,APAC,29,771,3,0.0,27,0,0
CUST-5412,Basic,APAC,29,29963,12,0.0,28,0,0
CUST-5413,Basic,NAM,29,26419,0,0.0,3,0,0
CUST-5414,Basic,EMEA,99,37439,10,0.1,38,0,0
CUST-5415,Basic,NAM,29,7147,7,0.5,42,0,1
CUST-5416,Basic,EMEA,99,46757,11,0.0,36,1,0
CUST-5417,Enterprise,APAC,29,20550,8,0.0,40,0,0
CUST-5418,Enterprise,EMEA,499,11504,5,0.2,27,0,0
CUST-5419,Basic,NAM,29,19493,2,0.1,16,0,0
CUST-5420,Basic,EMEA,99,16300,11,0.0,20,0,0
CUST-5421,Basic,APAC,99,20674,7,0.0,28,0,0
CUST-5422,Pro,APAC,29,35947,13,0.0,19,0,0
CUST-5423,Pro,EMEA,99,46578,14,0.1,43,0,0
